author_name,author_id,author_distinct_topics,author_keyworks_count,rank,work_id,title,distinct_topics,refs_count,is_topic_keywork,categories
David F. Wells,theo_5294100373f4,3,2,1,work_da9eb8acbbfc,Above All Earthly Pow’rs: Christ in a Postmodern World,3,3,0,bibliology;ecclesiology-&-sacraments
David F. Wells,theo_5294100373f4,3,2,2,work_3e536bae6540,God in the Wasteland: The Reality of Truth in a World of Fading Dreams,3,3,0,bibliology;ecclesiology-&-sacraments
David F. Wells,theo_5294100373f4,3,2,3,work_248778f535b4,No Place for Truth: Or Whatever Happened to Evangelical Theology?,3,3,1,bibliology;ecclesiology-&-sacraments
David F. Wells,theo_5294100373f4,3,2,4,work_eb12c5321265,The Courage to Be Protestant: Reformation Faith in Today’s World,3,3,0,bibliology;ecclesiology-&-sacraments
David F. Wells,theo_5294100373f4,3,2,5,work_34752b80d5e2,Losing Our Virtue: Why the Church Must Recover Its Moral Vision,2,2,0,bibliology;ecclesiology-&-sacraments
Kim Riddlebarger,theo_f5be9f777670,3,2,1,work_e0c0ab2a03e2,A Case for Amillennialism: Understanding the End Times (2003),3,3,1,eschatology
Kim Riddlebarger,theo_f5be9f777670,3,2,2,work_07976f0efc68,The Man of Sin: Uncovering the Truth About the Antichrist (2006),3,3,1,eschatology
Kim Riddlebarger,theo_f5be9f777670,3,2,3,work_27f6a7b10011,"""Amillennialism"" in Three Views on the Millennium and Beyond (1999, ed. Darrell L. Bock)",2,2,0,eschatology
Kim Riddlebarger,theo_f5be9f777670,3,2,4,work_09df82eb0233,Articles and essays in Modern Reformation and Tabletalk Magazine,1,1,0,eschatology
Kim Riddlebarger,theo_f5be9f777670,3,2,5,work_ba86542bd5c3,Articles and lectures on Revelation 20 and eschatology,1,1,0,eschatology
Oliver O'Donovan,theo_9fc15e7f290d,3,2,1,work_497abaae16e8,Common Objects of Love: Moral Reflection and the Shaping of Community,3,3,0,ecclesiology-&-sacraments;eschatology
Oliver O'Donovan,theo_9fc15e7f290d,3,2,2,work_131f9ac69e60,Resurrection and Moral Order: An Outline for Evangelical Ethics,3,3,1,ecclesiology-&-sacraments;eschatology
Oliver O'Donovan,theo_9fc15e7f290d,3,2,3,work_1463b78b212e,The Desire of the Nations: Rediscovering the Roots of Political Theology,3,3,1,ecclesiology-&-sacraments;eschatology
Oliver O'Donovan,theo_9fc15e7f290d,3,2,4,work_5df66fe9ada5,The Ways of Judgment,3,3,0,ecclesiology-&-sacraments;eschatology
Oliver O'Donovan,theo_9fc15e7f290d,3,2,5,work_e23e66ce0363,"Entering into Rest: Ethics as Theology, Volume 3",1,1,0,ecclesiology-&-sacraments
Anthony C. Thiselton,theo_4e0b5bf3b5ab,3,1,1,work_a042a44e8d12,New Horizons in Hermeneutics,3,3,0,bibliology;eschatology;pneumatology
Anthony C. Thiselton,theo_4e0b5bf3b5ab,3,1,2,work_480ac1db555a,Life After Death: A New Approach to the Last Things,2,2,0,eschatology;pneumatology
Anthony C. Thiselton,theo_4e0b5bf3b5ab,3,1,3,work_1c37e7aeddb2,The Hermeneutics of Doctrine,2,2,0,eschatology;pneumatology
Anthony C. Thiselton,theo_4e0b5bf3b5ab,3,1,4,work_302982b8d8be,"The Holy Spirit: In Biblical Teaching, through the Centuries, and Today",2,2,1,bibliology;pneumatology
Anthony C. Thiselton,theo_4e0b5bf3b5ab,3,1,5,work_f1271ae7af1c,Hermeneutics: An Introduction,1,1,0,bibliology
Craig A. Blaising,theo_e937cba4b652,3,1,1,work_5892dc7a3fd5,Progressive Dispensationalism (with Darrell L. Bock),3,3,1,covenant-theology;eschatology
Craig A. Blaising,theo_e937cba4b652,3,1,2,work_e5aeb079c4e2,"""The Fulfillment of the Biblical Covenants"" (in Progressive Dispensationalism)",2,2,0,covenant-theology;eschatology
Craig A. Blaising,theo_e937cba4b652,3,1,3,work_df1a54382cf0,"Dispensationalism, Israel and the Church: The Search for Definition (editor)",2,2,0,covenant-theology;eschatology
Craig A. Blaising,theo_e937cba4b652,3,1,4,work_8227e007c04f,Three Views on the Millennium and Beyond (contributor),2,2,0,covenant-theology;eschatology
Craig A. Blaising,theo_e937cba4b652,3,1,5,work_c6bfb03b606a,"""Israel and Hermeneutics"" (in Dispensationalism, Israel and the Church)",1,1,0,eschatology
James Bannerman,theo_082b15f5fc01,3,1,1,work_b4e393eb9a5f,"The Church of Christ: A Treatise on the Nature, Powers, Ordinances, Discipline, and Government of the Christian Church",3,3,1,ecclesiology-&-sacraments
James Bannerman,theo_082b15f5fc01,3,1,2,work_2eae374ff351,"""The Church: Its Unity, Holiness, Catholicity, and Apostolicity"" (sermons and lectures)",1,1,0,ecclesiology-&-sacraments
James Bannerman,theo_082b15f5fc01,3,1,3,work_269dea489ce2,"""The Doctrine of the Church"" in The British and Foreign Evangelical Review",1,1,0,ecclesiology-&-sacraments
James Bannerman,theo_082b15f5fc01,3,1,4,work_754ec93d8c2f,Articles and lectures on Presbyterian polity and church government,1,1,0,ecclesiology-&-sacraments
James Bannerman,theo_082b15f5fc01,3,1,5,work_65492798dfc1,Contributions to The British and Foreign Evangelical Review (on church polity),1,1,0,ecclesiology-&-sacraments
Basil of Caesarea,theo_84dbbe358193,3,0,1,work_232791629f81,"Letters (especially Letters 38, 125, 189, 214)",3,3,0,doctrine-of-the-trinity;pneumatology
Basil of Caesarea,theo_84dbbe358193,3,0,2,work_5dd12f8d070a,Nicene-Constantinopolitan Creed (influence and context),3,3,0,doctrine-of-the-trinity;pneumatology
Basil of Caesarea,theo_84dbbe358193,3,0,3,work_7efad552de5e,"The Cappadocian Fathers (secondary: works by and about Basil, Gregory of Nyssa, and Gregory Nazianzen)",2,2,0,doctrine-of-the-trinity;pneumatology
Basil of Caesarea,theo_84dbbe358193,3,0,4,work_7237e9a5f0da,Against Eunomius (Contra Eunomium),1,1,0,doctrine-of-the-trinity
Basil of Caesarea,theo_84dbbe358193,3,0,5,work_349dd129b6cd,Hexaemeron,1,1,0,doctrine-of-the-trinity
Gregory of Nazianzus,theo_3eb6e47e9aa7,3,0,1,work_6ad21013f152,Letters (especially Epistle 101),3,3,0,doctrine-of-the-trinity;pneumatology
Gregory of Nazianzus,theo_3eb6e47e9aa7,3,0,2,work_666e7e8b4aab,Theological Orations (Orations 27–31),3,3,0,doctrine-of-the-trinity;pneumatology
Gregory of Nazianzus,theo_3eb6e47e9aa7,3,0,3,work_c15e183996f0,"John Behr, The Nicene Faith (secondary, for context)",2,2,0,doctrine-of-the-trinity
Gregory of Nazianzus,theo_3eb6e47e9aa7,3,0,4,work_77cc16a68456,Select Poems (reflecting on Trinitarian theology),1,1,0,pneumatology
Herman Witsius,theo_5fc1ca9b6f7c,3,0,1,work_d220d310759b,Essays on the Assurance of Faith,3,3,0,christology;covenant-theology
Herman Witsius,theo_5fc1ca9b6f7c,3,0,2,work_6a3696fbe309,Sacred Dissertations on the Apostles’ Creed,3,3,0,christology;covenant-theology
Herman Witsius,theo_5fc1ca9b6f7c,3,0,3,work_3c45af0bc9bc,The Economy of the Covenants Between God and Man,3,3,0,christology;covenant-theology
Herman Witsius,theo_5fc1ca9b6f7c,3,0,4,work_df85bb65e4c9,Miscellanea Sacra,1,1,0,covenant-theology
Herman Witsius,theo_5fc1ca9b6f7c,3,0,5,work_2f335e8da376,"Reformed Dogmatics (secondary: J. Mark Beach, ed.)",1,1,0,christology
Huldrych Zwingli,theo_4f9899419004,3,0,1,work_965de73e9021,"""Exposition of the Christian Faith"" (1531)",3,3,0,ecclesiology-&-sacraments;soteriology
Huldrych Zwingli,theo_4f9899419004,3,0,2,work_7049d08ccb10,"""Sixty-Seven Articles"" (1523)",3,3,0,ecclesiology-&-sacraments;soteriology
Huldrych Zwingli,theo_4f9899419004,3,0,3,work_5030588e0c73,"""On the Lord’s Supper"" (1526)",2,2,0,ecclesiology-&-sacraments;soteriology
Huldrych Zwingli,theo_4f9899419004,3,0,4,work_f7fb6a24160d,"Ulrich Zwingli: Selected Works, ed. Samuel M. Jackson",2,2,0,ecclesiology-&-sacraments;soteriology
Huldrych Zwingli,theo_4f9899419004,3,0,5,work_6fc7eb8dfaf8,"""Commentary on True and False Religion"" (1525)",1,1,0,soteriology
Johannes Cocceius,theo_76676de8df3a,3,0,1,work_e87900ebf5b9,Summa Doctrinae de Foedere et Testamento Dei (1648),3,3,0,christology;covenant-theology
Johannes Cocceius,theo_76676de8df3a,3,0,2,work_5d5029b08642,The Doctrine of the Covenant and Testament of God (English translation selections),3,3,0,christology;covenant-theology
Johannes Cocceius,theo_76676de8df3a,3,0,3,work_6683e3dab257,"Scholarly analysis: Willem J. van Asselt, The Federal Theology of Johannes Cocceius (1603–1669)",2,2,0,covenant-theology
Johannes Cocceius,theo_76676de8df3a,3,0,4,work_b621e9019f1f,Commentarius in Epistolam ad Hebraeos (1665),1,1,0,covenant-theology
Johannes Cocceius,theo_76676de8df3a,3,0,5,work_8225f0af5df2,"Willem J. van Asselt, The Federal Theology of Johannes Cocceius (1603–1669)",1,1,0,christology
Leo the Great,theo_fb9a9a28a29c,3,0,1,work_2e74e690a9d6,"Letters (Epistolae), especially those addressing the Eutychian controversy",3,3,0,christology
Leo the Great,theo_fb9a9a28a29c,3,0,2,work_e68037f21d6c,Tome of Leo (Epistola 28 ad Flavianum),3,3,0,christology
Leo the Great,theo_fb9a9a28a29c,3,0,3,work_156491fcd082,The Acts of the Council of Chalcedon (for reception and interpretation),2,2,0,christology
Leo the Great,theo_fb9a9a28a29c,3,0,4,work_d4aacb94c413,Leo the Great and the Spiritual Rebuilding of a Universal Rome (J. M. S. Cowdrey),1,1,0,christology
Leo the Great,theo_fb9a9a28a29c,3,0,5,work_8a443766d747,Leo the Great: Selected Letters (trans. and ed. by Carolinne White),1,1,0,christology
Maximus the Confessor,theo_da45567a3f04,3,0,1,work_78ebf192835a,Ambigua (Ambigua ad Ioannem),3,3,0,christology;doctrine-of-the-trinity
Maximus the Confessor,theo_da45567a3f04,3,0,2,work_01f777a1e2a3,Opuscula Theologica et Polemica (including Opusculum 7: Against the Monothelites),3,3,0,christology;doctrine-of-the-trinity
Maximus the Confessor,theo_da45567a3f04,3,0,3,work_ccf4ed6bad93,Disputation with Pyrrhus,2,2,0,christology
Maximus the Confessor,theo_da45567a3f04,3,0,4,work_df57dc74058f,Questions to Thalassius,2,2,0,christology
Maximus the Confessor,theo_da45567a3f04,3,0,5,work_d05375bf1c26,Letter to Marinus,1,1,0,doctrine-of-the-trinity
Richard Baxter,theo_be26c8815459,3,0,1,work_1be330f759d7,The Reformed Pastor,3,3,0,ecclesiology-&-sacraments
Richard Baxter,theo_be26c8815459,3,0,2,work_8df04cfbfeb5,The Saints’ Everlasting Rest,3,3,0,ecclesiology-&-sacraments
Richard Baxter,theo_be26c8815459,3,0,3,work_f58b23a1b716,The True and Only Way of Concord of All the Christian Churches,3,3,0,ecclesiology-&-sacraments
Richard Baxter,theo_be26c8815459,3,0,4,work_a9cdc302b912,A Christian Directory,2,2,0,ecclesiology-&-sacraments
Richard Baxter,theo_be26c8815459,3,0,5,work_bcdc46f3f2c8,Catholic Theology,1,1,0,ecclesiology-&-sacraments
Robert L. Dabney,theo_c4bd273d811a,3,0,1,work_158e2576df76,Discussions: Evangelical and Theological (1890–1897),3,3,0,anthropology-&-doctrine-of-creation;ecclesiology-&-sacraments;soteriology
Robert L. Dabney,theo_c4bd273d811a,3,0,2,work_a1d4550068be,Lectures on Systematic Theology (1878),3,3,0,anthropology-&-doctrine-of-creation;ecclesiology-&-sacraments;soteriology
Robert L. Dabney,theo_c4bd273d811a,3,0,3,work_c1696fea9831,Systematic Theology (1871),2,2,0,anthropology-&-doctrine-of-creation;soteriology
Robert L. Dabney,theo_c4bd273d811a,3,0,4,work_cd73499d8492,The Practical Philosophy (1897),2,2,0,anthropology-&-doctrine-of-creation;soteriology
Robert L. Dabney,theo_c4bd273d811a,3,0,5,work_79881b3d7160,"""A Defence of Virginia and Through Her, of the South"" (contextualizes his ecclesiology)",1,1,0,ecclesiology-&-sacraments
D.A. Carson,theo_3f438f8086a0,2,13,1,work_f7de1e676888,The Gagging of God: Christianity Confronts Pluralism (sections on the Holy Spirit),2,2,1,bibliology;pneumatology
D.A. Carson,theo_3f438f8086a0,2,13,2,work_823e853eafd4,"""For the Love of God"" (devotional, with biblical-theological reflections)",1,1,0,bibliology
D.A. Carson,theo_3f438f8086a0,2,13,3,work_53c94a7e0563,"""New Dictionary of Biblical Theology"" (editor, with T. Desmond Alexander)",1,1,0,bibliology
D.A. Carson,theo_3f438f8086a0,2,13,4,work_c576ee6449aa,"""Spiritual Gifts: A Contemporary Guide"" (chapter in various edited volumes)",1,1,0,pneumatology
D.A. Carson,theo_3f438f8086a0,2,13,5,work_6e6872b74376,"""The Enduring Authority of the Christian Scriptures"" (contributor)",1,1,0,bibliology
Michael Bird,theo_abe64b308111,2,10,1,work_12fc7735812d,Evangelical Theology: A Biblical and Systematic Introduction (2nd ed.),2,2,1,doctrine-of-the-trinity;eschatology
Michael Bird,theo_abe64b308111,2,10,2,work_83f3222390a0,"""An Anomalous Jew: Paul among Jews, Greeks, and Romans"" (2016)",1,1,0,eschatology
Michael Bird,theo_abe64b308111,2,10,3,work_d85b036db214,"""Paul and the Faithfulness of God"" (contributor, 2014)",1,1,0,eschatology
Michael Bird,theo_abe64b308111,2,10,4,work_b88f8b1a6de5,"""Subordination in the Trinity and Gender Roles: A Response to Recent Discussions"" (blog articles and essays)",1,1,0,doctrine-of-the-trinity
Michael Bird,theo_abe64b308111,2,10,5,work_48bd23c14629,"""The Trinity: Biblical Foundations and Contemporary Issues"" (in The New Evangelical Subordinationism?)",1,1,0,doctrine-of-the-trinity
Paul Helm,theo_b408adab34c2,2,10,1,work_f7d7568613ad,Eternal God: A Study of God without Time,2,2,1,theology-proper
Paul Helm,theo_b408adab34c2,2,10,2,work_abbabadb3a31,The Providence of God: Contours of Christian Theology,2,2,1,theology-proper
Paul Helm,theo_b408adab34c2,2,10,3,work_fdb73f291976,"""Calvin and the Calvinists"" (essay)",1,1,0,theology-proper
Paul Helm,theo_b408adab34c2,2,10,4,work_8baf4e031235,"""Molinism and Providence"" (in Divine Foreknowledge: Four Views)",1,1,0,theology-proper
Paul Helm,theo_b408adab34c2,2,10,5,work_a467a1f46ebb,"""Paul Helm on Molinism"" (various journal articles and blog posts)",1,1,0,theology-proper
Douglas J. Moo,theo_6b47fa590a19,2,8,1,work_845a41e2265b,"The Epistle to the Romans (NICNT, 1996)",2,2,1,eschatology;soteriology
Douglas J. Moo,theo_6b47fa590a19,2,8,2,work_078b9ada1387,"""Israel and the Law in Romans 5–11: Interaction with the New Perspective"" (in Justification and Variegated Nomism, 2004)",1,1,0,eschatology
Douglas J. Moo,theo_6b47fa590a19,2,8,3,work_5d9fa4f827d1,"""Paul and the Law in the Last Ten Years"" (Scottish Journal of Theology, 1996)",1,1,0,soteriology
Douglas J. Moo,theo_6b47fa590a19,2,8,4,work_9c214c7c481c,"""Romans 11 and the Future of Ethnic Israel"" (Journal of the Evangelical Theological Society, 1988)",1,1,0,eschatology
Douglas J. Moo,theo_6b47fa590a19,2,8,5,work_3ddc4a55bfff,"""The New Perspective on Paul"" (in ""Justification and Variegated Nomism,"" 2004)",1,1,0,soteriology
David VanDrunen,theo_c519c93fc303,2,7,1,work_387f48f88265,A Biblical Case for Natural Law,2,2,0,ecclesiology-&-sacraments;eschatology
David VanDrunen,theo_c519c93fc303,2,7,2,work_0202d56d6250,Divine Covenants and Moral Order: A Biblical Theology of Natural Law,2,2,1,ecclesiology-&-sacraments;eschatology
David VanDrunen,theo_c519c93fc303,2,7,3,work_75b8b3c16f82,Living in God’s Two Kingdoms: A Biblical Vision for Christianity and Culture,2,2,1,ecclesiology-&-sacraments;eschatology
David VanDrunen,theo_c519c93fc303,2,7,4,work_101abae1b2c5,Natural Law and the Two Kingdoms: A Study in the Development of Reformed Social Thought,2,2,1,ecclesiology-&-sacraments;eschatology
David VanDrunen,theo_c519c93fc303,2,7,5,work_36aa1bbcb417,Politics after Christendom: Political Theology in a Fractured World,2,2,1,ecclesiology-&-sacraments;eschatology
James K.A. Smith,theo_79b64162384d,2,5,1,work_43e4b314a192,Awaiting the King: Reforming Public Theology (2017),2,2,1,doctrine-of-sin;eschatology
James K.A. Smith,theo_79b64162384d,2,5,2,work_9578106653a2,"Desiring the Kingdom: Worship, Worldview, and Cultural Formation (2009)",2,2,1,doctrine-of-sin;eschatology
James K.A. Smith,theo_79b64162384d,2,5,3,work_9b3344b454de,Imagining the Kingdom: How Worship Works (2013),2,2,0,doctrine-of-sin;eschatology
James K.A. Smith,theo_79b64162384d,2,5,4,work_7f71b55ee99c,You Are What You Love: The Spiritual Power of Habit (2016),2,2,0,doctrine-of-sin;eschatology
James K.A. Smith,theo_79b64162384d,2,5,5,work_663567248fe5,How (Not) to Be Secular: Reading Charles Taylor (2014),1,1,0,eschatology
Bruce McCormack,theo_1f33231ea340,2,4,1,work_5d761e181aa7,"""Karl Barth and the Problem of the Trinity""",1,1,0,doctrine-of-the-trinity
Bruce McCormack,theo_1f33231ea340,2,4,2,work_5d218ffc4d63,"""Karl Barth’s Critically Realistic Dialectical Theology: Its Genesis and Development, 1909–1936""",1,1,0,doctrine-of-the-trinity
Bruce McCormack,theo_1f33231ea340,2,4,3,work_0a33c95350df,"""The Actuality of God: Karl Barth’s Doctrine of God""",1,1,0,doctrine-of-the-trinity
Bruce McCormack,theo_1f33231ea340,2,4,4,work_5291fc9cf0ab,"""The One, the Three, and the Many: In Memory of Colin Gunton""",1,1,0,doctrine-of-the-trinity
Bruce McCormack,theo_1f33231ea340,2,4,5,work_e68b20cd1454,"""Trinity and Election in Contemporary Theology"" (in *The Oxford Handbook of Karl Barth*)",1,1,0,doctrine-of-the-trinity
Bruce A. Ware,theo_4b721f3b9f4b,2,3,1,work_5c3d69d52244,God's Greater Glory: The Exalted God of Scripture and the Christian Faith,2,2,1,christology;theology-proper
Bruce A. Ware,theo_4b721f3b9f4b,2,3,2,work_3299e2b40eb1,"""Defining Evangelicalism’s Boundaries Theologically: Is Open Theism Evangelical?"" in Beyond the Bounds (2003)",1,1,0,theology-proper
Bruce A. Ware,theo_4b721f3b9f4b,2,3,3,work_ff349e5252f3,"""Divine Sovereignty and Human Responsibility: Biblically and Theologically Inseparable"" in Still Sovereign (2000)",1,1,0,theology-proper
Bruce A. Ware,theo_4b721f3b9f4b,2,3,4,work_d095e01e4bf1,"""Molinism and the Problem of Evil: A Reformed Critique"" (various lectures and essays)",1,1,0,theology-proper
Bruce A. Ware,theo_4b721f3b9f4b,2,3,5,work_8f9d284119e8,"""The Humanity of Christ"" (in Jesus in Trinitarian Perspective, ed. Bruce A. Ware and John Starke)",1,1,0,christology
Bruce Ware,theo_7ca89440a026,2,3,1,work_81d214c5b4d2,"""Defining Evangelicalism’s Boundaries Theologically: Is Open Theism Evangelical?"" (2002)",1,1,0,theology-proper
Bruce Ware,theo_7ca89440a026,2,3,2,work_d1e277b12682,"""Father, Son, and Holy Spirit: Relationships, Roles, and Relevance"" (2005)",1,1,1,doctrine-of-the-trinity
Bruce Ware,theo_7ca89440a026,2,3,3,work_8a4c31382049,"""Open Theism: Its Appeal and Inadequacy"" (in Beyond the Bounds, 2003)",1,1,0,theology-proper
Bruce Ware,theo_7ca89440a026,2,3,4,work_9f6134b3cf25,"""Tampering with the Trinity: Does the Son Submit to His Father?"" (Journal for Biblical Manhood and Womanhood, 2001)",1,1,0,doctrine-of-the-trinity
Bruce Ware,theo_7ca89440a026,2,3,5,work_3b1bfda660aa,"""The Man Christ Jesus: Theological Reflections on the Humanity of Christ"" (2012)",1,1,0,doctrine-of-the-trinity
Grant Macaskill,theo_d6bf4a24a133,2,3,1,work_003c481f76da,Living in Union with Christ: Paul's Gospel and Christian Moral Identity (2019),2,2,0,pneumatology;soteriology
Grant Macaskill,theo_d6bf4a24a133,2,3,2,work_1a21c037f3ed,Union with Christ in the New Testament,2,2,1,pneumatology;soteriology
Grant Macaskill,theo_d6bf4a24a133,2,3,3,work_78bb3495464f,"""Life in the Spirit and Union with Christ"" (journal articles)",1,1,0,soteriology
Grant Macaskill,theo_d6bf4a24a133,2,3,4,work_7053c8657b99,"""Participation in Christ: A Pauline Perspective"" (in various edited volumes)",1,1,0,soteriology
Grant Macaskill,theo_d6bf4a24a133,2,3,5,work_e9b205f86d76,"""Participation, Union, and the Spirit: Some Observations on Pauline Theology"" (in various edited volumes)",1,1,0,pneumatology
John F. MacArthur,theo_95d2d502c3ed,2,3,1,work_0960ef0f27db,The MacArthur New Testament Commentary Series (various volumes),2,2,0,anthropology-&-doctrine-of-creation;pneumatology
John F. MacArthur,theo_95d2d502c3ed,2,3,2,work_419e84ac0406,"Biblical Doctrine: A Systematic Summary of Bible Truth (with Richard Mayhue, 2017)",1,1,0,anthropology-&-doctrine-of-creation
